Language,DishID,DishName,Category,Price,Ingredients,Description
Vietnamese,08504f73-4b2a-4535-a0b8-7c5428d53243,Súp bào ngư hải sâm nấm đông cô,Súp,220.000₫,"Bào ngư, Hải sâm, Nấm đông cô, Nước dùng gà, Bột bắp, Hành lá","Súp sánh mượt, vị ngọt thanh sang trọng cho bữa tiệc."
Vietnamese,b9d2b657-c5d5-4b0a-bceb-fd3916f65f78,Bánh flan nước cốt dừa,Tráng miệng,45.000₫,"Trứng gà, Sữa, Đường caramel, Nước cốt dừa","Flan mịn, caramel thơm, thêm nước cốt dừa béo nhẹ."
Vietnamese,51332af2-90f3-42e8-99ac-d47981c51812,Miến trộn cua biển,Khai vị,120.000₫,"Miến dong, thịt cua, xoài xanh, rau răm, hành tím, nước mắm me","Chua ngọt hài hòa, cua ngọt thịt, miến dai nhẹ."
Vietnamese,ab6fd42f-bc09-4e04-93cd-506b696e777a,Canh chua cá bớp miền Tây,Súp,145.000₫,"Cá bớp, me, cà chua, bạc hà, đậu bắp, giá, rau ngổ","Vị chua dịu, nước canh trong, cá bớp chắc thịt."
Vietnamese,5f9ac65a-605c-40d3-9d44-bf3e99e8fcd7,Chè ba màu,Tráng miệng,48.000₫,"Đậu đỏ, đậu xanh, thạch lá dứa, nước cốt dừa, đá bào","Mát lạnh, nhiều tầng vị bùi béo và thơm lá dứa."
Vietnamese,e7927cb5-996f-489c-ba84-dbc0fca5e299,Nem lụi Huế,Khai vị,95.000₫,"Thịt heo xay, sả, da heo, tỏi, bánh tráng, rau sống","Nem nướng sả thơm, ăn kèm rau và nước chấm sánh bùi."
Vietnamese,01ba7301-2789-4ee2-ba1e-f2f09e987246,Súp cua gạch thơm,Súp,75.000₫,"Thịt cua, gạch cua, trứng, bắp non, nấm, tiêu","Sánh mịn, vị cua rõ, rắc tiêu thơm nóng."
Vietnamese,8478275b-1e41-45bc-9942-c531e1f6c526,Phở bò Hà Nội tái lăn,Món chính,95.000₫,"Bánh phở, thịt bò, hành lá, gừng nướng, quế, hồi","Nước dùng trong ngọt, bò thơm mềm, dậy mùi gia vị Bắc."
Vietnamese,c25d299a-2b92-4253-a678-606c62cf9939,Cá kho tộ tỏi ớt,Món chính,160.000₫,"Cá basa, Nước màu, Nước mắm, Tỏi, Ớt, Tiêu, Hành tím","Kho trong niêu đất, vị mặn ngọt hài hòa, thơm tỏi ớt và tiêu."
Vietnamese,973d04ea-3b20-4192-8414-bda2a7ea91fc,Đậu hũ chiên sả ớt,Món phụ,60.000₫,"Đậu hũ, Sả, Ớt, Nước mắm, Đường, Hành tím","Đậu hũ vàng giòn áo sả ớt mặn ngọt, cay thơm bắt vị."
Vietnamese,9ffa40fd-373f-426f-becd-be3b2bf40e46,Bánh flan caramel trứng gà,Tráng miệng,45.000₫,"Trứng gà, sữa tươi, sữa đặc, đường caramel, vani","Flan mịn, béo thơm, lớp caramel đắng nhẹ cân bằng vị ngọt."
Vietnamese,12d80f4d-66d0-4d74-8dbb-4e315cb3927a,Chè bà ba (chuối - khoai - bột báng) miền Tây,Tráng miệng,55.000₫,"Chuối sứ, khoai lang, khoai môn, bột báng, nước cốt dừa, đường thốt nốt","Chè sánh thơm cốt dừa, ngọt dịu, ăn ấm hoặc lạnh đều ngon."
Vietnamese,6b6d8acf-d389-4dae-9a0b-95e83d0b2ece,Phở cuốn Hà Nội,Khai vị,75.000₫,"Bánh phở bản, thịt bò xào, xà lách, rau thơm, dưa leo, nước chấm","Cuốn thanh nhẹ, thịt bò mềm, chấm nước mắm tỏi ớt."
Vietnamese,94d1b2f4-6f34-439d-bdc5-ab09ef75ce1d,Khoai lang chiên mật ong,Món phụ,55.000₫,"Khoai lang, mật ong, bơ, muối, mè rang","Khoai chiên giòn, áo mật ong thơm nhẹ, rắc mè bùi."
Vietnamese,a1d4917c-8a9c-4a77-9fcf-0f8889a04e14,Bánh bột lọc Huế (tôm thịt),Khai vị,70.000₫,"Bột năng, Tôm, Thịt ba chỉ, Hành phi, Nước mắm, Ớt","Vỏ trong dai, nhân tôm thịt đậm đà, chấm mắm ruốc biến tấu nhẹ."
Vietnamese,ffdabd8c-ee19-49d9-a9f7-fa0c761bf66a,Đậu hũ sốt nấm tiêu xanh,Món phụ,65.000₫,"Đậu hũ, nấm đùi gà, nấm hương, tiêu xanh, xì dầu, hành boa-rô","Món chay thơm tiêu xanh, sốt sánh, đậu hũ vàng mềm, hợp ăn kèm cơm."
Vietnamese,866feabb-411f-4fae-900d-918bd8976170,Cánh gà chiên nước mắm,Món phụ,95.000₫,"Cánh gà, Nước mắm, Tỏi, Đường, Tiêu, Ớt","Da giòn, sốt mắm tỏi mặn ngọt quyến rũ, hợp ăn kèm cơm hoặc nhậu."
Vietnamese,5d439e2a-6051-48cc-bb48-44dddb055cd6,Cá lăng kho tộ riềng nghệ,Món chính,210.000₫,"Cá lăng, Riềng, Nghệ, Nước mắm, Tiêu, Hành tím, Ớt","Kho tộ sánh kẹo, thơm riềng nghệ, vị mặn ngọt hài hòa kiểu Bắc."
Vietnamese,e2c1096e-657a-4b88-aa5b-522b90b18a6c,Đậu hũ non sốt nấm xì dầu,Món phụ,60.000₫,"Đậu hũ non, Nấm đùi gà, Nấm hương, Xì dầu, Gừng, Hành lá","Đậu hũ mềm mượt, sốt nấm đậm đà, thanh nhẹ mà đưa cơm."
Vietnamese,ee2d727b-2540-4687-af39-46d07fc627c1,Bò lá lốt nướng than,Món chính,135.000₫,"Thịt bò xay, lá lốt, hành tím, sả, tiêu, nước chấm","Cuốn lá lốt nướng than dậy hương, ăn kèm rau sống và nước chấm chua ngọt."
Vietnamese,c69f43d9-dce6-4d0e-9305-e8a0ab2513b0,Bánh xèo miền Trung giòn mỏng,Món chính,90.000₫,"Bột gạo, tôm, thịt, giá, hành lá, nghệ, rau sống, bánh tráng","Bánh mỏng giòn, ít dầu, cuốn rau sống chấm nước mắm nêm."
Vietnamese,6eff4b3e-fbd8-4175-a1e4-d92049a52c9c,Dưa góp đu đủ cà rốt,Món phụ,35.000₫,"Đu đủ xanh, cà rốt, giấm, đường, tỏi, ớt","Dưa góp chua ngọt giòn mát, giúp cân bằng vị béo và giảm ngấy."
Vietnamese,3c3b1816-1c10-43d3-a253-93f2e1ff176e,Bánh canh ghẹ Phú Quốc,Súp,125.000₫,"Ghẹ, bánh canh, chả cá, hành ngò, tiêu, nước dùng","Sợi bánh canh mềm, ghẹ ngọt thịt, nước dùng đậm vị biển."
Vietnamese,c429cd94-ac67-4ee9-9f0c-fabb5adebf17,Gà nướng muối ớt Tây Ninh,Món chính,190.000₫,"Gà ta, muối ớt, sả, tỏi, mật ong, lá chanh","Da vàng giòn, thịt thơm sả tỏi, vị muối ớt cay nồng đặc trưng."
Vietnamese,a7cb7603-710c-472a-a071-c1a9a07ec6d4,Đĩa rau muống xào tỏi,Món phụ,55.000₫,"Rau muống, tỏi, dầu ăn, muối, nước mắm","Rau xanh giòn, thơm tỏi, hợp dùng kèm các món kho và lẩu."
Vietnamese,38ce1435-e16e-44a0-954b-5e6b606b310d,Nộm hoa chuối bò tái Tây Bắc,Khai vị,90.000₫,"Hoa chuối, thịt bò tái, rau thơm, lạc rang, chanh, ớt","Chua thanh, giòn mát, thơm mùi rau rừng."
Vietnamese,52521863-1104-4278-937f-1399d96d26d2,Cơm tấm sườn nướng Sài Gòn,Món chính,85.000₫,"Gạo tấm, sườn heo, bì, trứng, đồ chua, nước mắm","Sườn nướng thơm, cơm tấm dẻo tơi, nước mắm sánh."
Vietnamese,1c3ecd32-8588-400e-95cf-118438b01c69,Chả cá Lã Vọng kèm bún,Món chính,195.000₫,"Cá lăng, nghệ, thì là, hành lá, bún, mắm tôm, lạc rang","Cá áp chảo thơm nghệ, ăn cùng thì là và mắm tôm chuẩn vị."
Vietnamese,c8b72f66-f05c-4200-9c45-0909348ec69b,Bánh bột lọc lá Huế,Khai vị,60.000₫,"Bột năng, Tôm, Thịt heo, Lá chuối, Hành phi, Nước mắm","Bánh trong dai, nhân tôm thịt đậm đà kiểu Huế."
Vietnamese,cc10a52c-236c-4631-b113-c61d2d13cff9,Vịt nướng mắc khén Tây Bắc,Món chính,260.000₫,"Vịt, Mắc khén, Hạt dổi, Sả, Tỏi, Mật ong, Muối","Da vàng giòn, thịt thơm gia vị núi rừng, hậu vị tê nhẹ đặc trưng mắc khén."
Vietnamese,a71d68c7-697e-4bc4-a7ad-c267867d5b4b,Nem cuốn tôm thịt,Khai vị,79.000₫,"Tôm, Thịt ba chỉ, Bánh tráng, Bún, Rau sống, Nước chấm",Cuốn thanh mát với rau thơm và nước chấm đậm đà.
Vietnamese,1e88c964-0ff4-46b7-bf3c-eea07ea5b593,Súp bắp cua trứng bắc thảo,Súp,75.000₫,"Thịt cua, Bắp ngọt, Trứng bắc thảo, Lòng trắng trứng, Nước dùng","Súp sánh mượt, ngọt tự nhiên từ cua và bắp, điểm vị béo bùi trứng bắc thảo."
Vietnamese,1f0da4c3-0bb5-4616-9021-da4ec2f0df65,Lẩu mắm Cà Mau,Món chính,259.000₫,"Mắm cá linh, Tôm, Mực, Cá, Cà tím, Bông súng, Rau đắng","Nồi lẩu đậm mùi mắm, nhiều hải sản và rau đồng, đúng chất Nam Bộ."
Vietnamese,08715d41-65b5-4fe5-a4d2-907c3b2d8fcb,Chè bà ba Nam Bộ,Tráng miệng,59.000₫,"Khoai lang, Khoai môn, Bột báng, Nước cốt dừa, Đường","Chè béo thơm cốt dừa, khoai bùi, ngọt dịu kiểu miền Nam."
Vietnamese,970fe704-dbe2-4298-9a85-ff2d7ead6ee2,Chả cá Lã Vọng áp chảo thì là,Món chính,185.000₫,"Cá lăng, nghệ, mẻ, thì là, hành lá, bún, mắm tôm","Cá áp chảo vàng thơm, ăn kèm bún và mắm tôm dậy vị Hà Nội."
Vietnamese,0ea1a407-beda-4ba1-b5e9-9cb888cbc675,Bò lá lốt nướng,Món chính,120.000₫,"Thịt bò xay, lá lốt, hành tím, sả, đậu phộng, bún, nước mắm","Cuốn lá lốt thơm đặc trưng, nướng xém cạnh, ăn kèm bún và rau."
Vietnamese,92814c97-e26e-4a96-8af8-5727afa246d4,Gỏi cuốn tôm thịt chấm tương,Khai vị,55.000₫,"Bánh tráng, Tôm, Thịt ba chỉ, Bún, Rau xà lách, Hẹ, Tương đậu phộng","Cuốn tươi mát kiểu Nam Bộ, chấm tương đậu phộng béo bùi."
Vietnamese,06abf008-ea5d-452f-87fa-38156e50d663,Súp cua gà xé nấm tuyết,Súp,75.000₫,"Thịt cua, Ức gà, Nấm tuyết, Trứng cút, Bắp, Nước dùng, Bột năng","Súp sánh mượt, ngọt thanh từ cua và gà, điểm nấm tuyết giòn nhẹ."
Vietnamese,484ef3e5-17fe-4fed-ae4a-612f348a9fa5,Trà sen vàng,Đồ uống,45.000₫,"Trà, Hạt sen, Mật ong, Đá, Chanh","Trà thơm dịu, hạt sen bùi, thanh mát dễ uống."
Vietnamese,58e78fe8-ec19-440c-b6fa-eb4fbcec2506,Gỏi cuốn tôm thịt kèm sốt tương đậu,Khai vị,55.000₫,"Tôm, Thịt ba chỉ, Bánh tráng, Bún, Rau sống, Tương đậu, Đậu phộng","Cuốn tươi mát, chấm sốt tương đậu bùi béo, hợp mở vị."
Vietnamese,45fea2b6-a3ad-4b11-aba8-97368a6b8e86,Chả cá Lã Vọng mini cuốn rau thơm,Khai vị,89.000₫,"Cá lăng, Thì là, Hành lá, Mẻ, Nghệ, Bún, Mắm tôm, Lạc rang","Miếng cá áp chảo thơm thì là, ăn kèm bún và rau, dậy mùi Bắc."
Vietnamese,f0723abc-6eac-4600-9e17-82ebaeb86b92,Bánh bèo chén Huế tôm chấy,Khai vị,60.000₫,"Bột gạo, Tôm chấy, Mỡ hành, Da heo chiên, Nước mắm chua ngọt","Bánh mềm mịn, tôm chấy đậm đà, chuẩn vị miền Trung."
Vietnamese,45f9b084-de99-4f0f-b2cf-c76e9aeae63f,Nem nướng Nha Trang cuốn bánh tráng,Khai vị,95.000₫,"Thịt heo xay, Tỏi, Tiêu, Bánh tráng, Rau sống, Dưa leo, Sốt đậu phộng","Nem nướng thơm, cuốn giòn mát, chấm sốt sánh béo đặc trưng."
Vietnamese,5f1c9227-9b72-439e-b385-79dc2274745b,Bánh tráng nướng Đà Lạt,Món phụ,40.000₫,"Bánh tráng, Trứng cút, Hành lá, Tép khô, Phô mai, Tương ớt","Giòn rụm, béo thơm, kiểu “pizza” Đà Lạt ăn chơi mà đã miệng."
Vietnamese,a6395ab4-0109-4970-a652-497b46c13e8d,Gỏi cuốn tôm thịt kèm sốt tương đậu phộng,Khai vị,65.000₫,"Tôm, thịt ba chỉ, bún tươi, bánh tráng, rau sống, tương đậu phộng","Cuốn tươi mát, cân bằng vị ngọt của tôm thịt và sốt đậm đà."
Vietnamese,47999820-c1e8-43dc-b03d-d8b9d38083ba,Canh chua cá bông lau kiểu miền Tây,Súp,135.000₫,"Cá bông lau, me, dứa, cà chua, đậu bắp, bạc hà, rau ngổ","Vị chua dịu, ngọt cá tươi, thơm rau gia vị đặc trưng sông nước."
Vietnamese,d1dbbb6d-44fd-474b-8ddf-890ba5d02b4a,Gỏi cuốn tôm thịt chấm mắm nêm,Khai vị,65.000₫,"Tôm, thịt ba chỉ, bún tươi, rau sống, bánh tráng, mắm nêm","Cuốn thanh mát, vị mắm nêm đậm đà đặc trưng miền Trung."
Vietnamese,993b84e5-6d9c-49f8-8206-1364118d7f12,Chả giò hải sản giòn,Khai vị,89.000₫,"Tôm, Mực, Cua, Miến, Nấm mèo, Bánh tráng, Rau sống","Chả giò vàng giòn, nhân hải sản ngọt, thơm nấm."
Vietnamese,069d5488-9691-4ae8-8aca-2676e2770d94,Súp cua bắp non,Súp,69.000₫,"Thịt cua, Bắp non, Trứng, Nấm hương, Bột năng, Tiêu, Ngò","Súp sánh mịn, vị cua ngọt thanh, thơm tiêu."
Vietnamese,bf402458-c37a-4e9f-a12a-22c443f59996,Canh chua cá linh bông điên điển,Súp,145.000₫,"Cá linh, Bông điên điển, Me, Thơm, Cà chua, Đậu bắp, Rau om","Vị chua thanh đặc trưng miền Tây, cá mềm ngọt, thơm mùi rau."
Vietnamese,98f43087-fc26-454a-9344-b9dd64a63adc,Trà atiso đỏ mật ong,Đồ uống,42.000₫,"Atiso đỏ, Mật ong, Chanh, Đá","Chua dịu, thơm hương atiso đỏ, ngọt thanh mật ong."
Vietnamese,d2d01a26-b563-4982-b329-55708464a5a5,Xôi xéo hành phi,Món phụ,45.000₫,"Nếp, Đậu xanh, Hành phi, Mỡ gà, Muối vừng","Xôi dẻo, đậu xanh mịn, hành phi giòn thơm kiểu Hà Nội."
Vietnamese,947f9130-6ea9-4da3-a676-8e04de056544,Bún cá Châu Đốc,Món chính,99.000₫,"Bún, Cá lóc, Nghệ, Mắm ruốc, Rau muống bào, Bông súng, Giá","Nước lèo vàng nghệ, thơm mắm, ăn kèm rau giòn mát."
Vietnamese,37d3bcd1-f13b-423b-9e6c-51a1e82bf27d,Thịt kho tàu trứng vịt,Món chính,135.000₫,"Thịt ba rọi, trứng vịt, nước dừa, nước mắm, đường thốt nốt","Thịt mềm rục, nước kho sánh ngọt, ăn cùng cơm trắng rất đưa cơm."
Vietnamese,cadf61e3-3da3-4b5c-859f-8d3e880d7408,Cà pháo muối xổi,Món phụ,35.000₫,"Cà pháo, tỏi, ớt, muối, đường, giấm","Giòn chua mặn ngọt, cân vị tuyệt vời khi ăn cùng món kho."
Vietnamese,3ab2fef4-af00-48ab-8c4b-8c2d0e2a3fec,Gà nướng lá chanh mật ong,Món chính,175.000₫,"Gà ta, mật ong, lá chanh, tỏi, sả, ngũ vị hương","Da vàng óng, thơm lá chanh, vị ngọt mặn hài hòa."
Vietnamese,19c2d3a3-4761-48e9-b05d-c8012fa3495d,Gỏi ngó sen tôm thịt miền Tây,Khai vị,95.000₫,"Ngó sen, tôm, thịt ba chỉ, rau răm, đậu phộng, nước mắm chua ngọt","Gỏi giòn mát, vị chua ngọt hài hòa, thơm bùi đậu phộng."
Vietnamese,ea764dfe-012e-472c-9a13-f58e85c81a7c,Cơm lam thịt heo bản nướng,Món chính,175.000₫,"Gạo nếp, ống tre, thịt heo bản, sả, ớt, muối hột","Cơm lam dẻo thơm mùi tre, thịt nướng đậm vị núi rừng."
Vietnamese,1d6009a4-859b-414d-a457-7d258075d26a,Nộm hoa chuối chay,Món phụ,75.000₫,"Hoa chuối, cà rốt, rau thơm, đậu phộng, chanh, nước tương","Món phụ thanh mát, giòn sần sật, vị chua nhẹ và bùi đậu phộng."
Vietnamese,c5870dd8-57f5-40c1-8a5c-fb6364cf989d,Bánh flan cốt dừa,Tráng miệng,40.000₫,"Trứng gà, Sữa, Đường caramel, Nước cốt dừa","Flan mềm mịn, thơm trứng sữa, hậu vị dừa béo nhẹ."
Vietnamese,5e45bb8d-ed1d-464c-8bff-e65d58278fde,Chả mực giã tay Hạ Long,Khai vị,95.000₫,"Mực mai, hành tím, tiêu, thì là, nước mắm, dầu ăn","Chả mực giòn dai, thơm ngọt tự nhiên, chuẩn phong vị Quảng Ninh."
Vietnamese,c8f26058-5e6d-4ec1-9325-f60a51c26100,Nộm hoa chuối tai heo kiểu Bắc,Khai vị,60.000₫,"Hoa chuối, tai heo, rau thơm, lạc rang, giấm, đường, tỏi, ớt","Giòn sật, chua ngọt hài hòa, thơm mùi rau răm và lạc rang."
Vietnamese,bde329b3-ee0a-4416-943d-9886c784a5e3,Gà nướng muối ớt Tây Nguyên,Món chính,185.000₫,"Gà thả vườn, muối hột, ớt, sả, tỏi, mật ong, lá chanh","Gà nướng thơm lừng, da giòn, vị cay nồng đặc trưng cao nguyên."
Vietnamese,d2a6b6f3-5911-4c69-be5a-ab47ffd430db,Cá lóc nướng trui miền Tây,Món chính,210.000₫,"Cá lóc, muối, rau sống, bánh tráng, bún, mắm nêm","Cá nướng mộc mạc, thịt ngọt, cuốn bánh tráng chấm mắm nêm."
Vietnamese,f0572b37-30cd-4bf6-8d53-d202d15ded74,Bò kho bánh mì Sài Gòn,Món chính,85.000₫,"Thịt bò, cà rốt, sả, gừng, quế, hồi, dầu điều, bánh mì","Bò kho sánh thơm gia vị, ăn kèm bánh mì nóng giòn."
Vietnamese,d4c3bcc1-d6bd-4a91-972e-b25fe7b4c8f2,Sườn rim me,Món chính,165.000₫,"Sườn non, me chua, đường, nước mắm, tỏi, ớt, hành lá","Sườn mềm, sốt me chua ngọt sánh, rất bắt cơm."
Vietnamese,902c3924-ddfb-40f3-9777-a03c46daae80,Cơm lam ống nứa Tây Bắc,Món phụ,45.000₫,"Gạo nếp, ống nứa, nước suối, muối vừng","Cơm nếp thơm dẻo nướng ống nứa, ăn kèm muối vừng bùi."
Vietnamese,dd0d75e2-4876-4086-98ed-c4065cc8d9fd,Trà sen long nhãn Hà Nội,Đồ uống,42.000₫,"Trà xanh, hạt sen, long nhãn, đường phèn, đá","Hương sen thanh tao, vị ngọt dịu, long nhãn thơm mát."
Vietnamese,1293379d-ad7e-4cc7-b5f5-6409754bd047,Nộm đu đủ bò khô,Món phụ,50.000₫,"Đu đủ xanh, bò khô, rau thơm, lạc rang, nước mắm, chanh","Giòn mát, chua ngọt hài hòa, điểm bò khô đậm vị."
Vietnamese,b405abb7-6d30-4e4b-b974-2e516bef448a,Gỏi xoài cá sặc khô miền Tây,Khai vị,89.000₫,"Xoài xanh, cá sặc khô, rau răm, đậu phộng, nước mắm, ớt","Gỏi chua giòn, mặn thơm cá khô, dậy vị rau răm và đậu phộng rang."
Vietnamese,f9f11515-e391-4636-9b2e-8816a274d234,Gà nướng mật ong lá chanh,Món chính,195.000₫,"Gà ta, mật ong, lá chanh, tỏi, tiêu, nước mắm","Da gà bóng giòn, vị ngọt mật ong cân mặn, thơm nồng lá chanh."
Vietnamese,c995320e-a8cd-4284-87c3-09bd31aa54c2,Cá bớp kho tộ tiêu xanh,Món chính,175.000₫,"Cá bớp, tiêu xanh, nước mắm, đường thốt nốt, hành tím, ớt","Cá kho sánh kẹo, thơm tiêu xanh, ăn cùng cơm nóng rất bắt vị."
Vietnamese,b74c24eb-9fd6-4793-9419-597055912018,Bò nướng lá lốt kèm mắm nêm,Món chính,149.000₫,"Thịt bò xay, lá lốt, sả, tỏi, mè rang, mắm nêm","Cuốn bò thơm lá lốt, nướng cháy cạnh, chấm mắm nêm đậm đà."
Vietnamese,66e24429-34b2-417e-a5ad-44ae6acc0ccd,Dưa món thập cẩm,Món phụ,45.000₫,"Củ cải, cà rốt, đu đủ, hành tím, nước mắm, đường","Đồ chua giòn ngọt, giúp cân vị các món nướng và kho."
Vietnamese,4e676c62-4381-4a14-9b13-72031fc88ad5,Sinh tố bơ Đà Lạt,Đồ uống,65.000₫,"Bơ, sữa đặc, sữa tươi, đá, đường","Sinh tố sánh mịn, béo thơm bơ chín, vị ngọt vừa dễ uống."
Vietnamese,82596de7-9eb6-4139-9dd5-6e1e95655826,Hàu nướng mỡ hành,Món phụ,98.000₫,"Hàu, Mỡ hành, Đậu phộng, Nước mắm, Hành lá","Hàu tươi nướng vừa chín, mỡ hành thơm béo, rắc lạc rang giòn."
Vietnamese,9aa3a0e8-9412-4f37-8381-1933592be4f1,Soda chanh sả,Đồ uống,49.000₫,"Soda, Chanh, Sả, Đường, Đá","Soda mát lạnh, thơm sả, vị chua ngọt cân bằng, giải khát nhanh."
Vietnamese,0f3b7f59-d1d8-4df5-8117-5659de9b075e,Gỏi cuốn tôm thịt kèm sốt hoisin đậu phộng,Khai vị,55.000₫,"Bánh tráng, Tôm, Thịt ba chỉ, Bún, Xà lách, Hẹ, Hoisin, Đậu phộng","Cuốn tươi mát, chấm sốt hoisin béo bùi đậm vị."
Vietnamese,fb93a973-c756-49e4-9cc3-29f713170c83,Trà sen vàng long nhãn,Đồ uống,49.000₫,"Trà xanh, Hạt sen, Long nhãn, Mật ong, Đá","Hương sen thanh tao, long nhãn ngọt dịu, giải nhiệt nhẹ nhàng."
Vietnamese,6e106c38-739d-492d-b993-ffbf7b2b6af2,Chả giò rế tôm thịt,Khai vị,75.000₫,"Tôm, Thịt heo, Khoai môn, Cà rốt, Bánh tráng rế, Nước mắm","Vỏ rế giòn nhẹ, nhân thơm ngậy, ăn kèm rau và nước mắm chua ngọt."
Vietnamese,b7c81bc4-9ae0-4fb4-af0a-ad9937533bad,Súp hải sản chua cay kiểu Huế,Súp,120.000₫,"Tôm, Mực, Nghêu, Cà chua, Dứa, Sả, Ớt, Me","Chua cay cân bằng, thơm sả ớt, hải sản tươi ngọt."
Vietnamese,5567cf49-fece-45eb-9534-89064ceda347,Bê chao Mộc Châu,Món chính,210.000₫,"Thịt bê non, gừng, sả, tỏi, dầu ăn, tương chấm","Bê chiên chao nhanh lửa, mềm ngọt bên trong, thơm gừng sả."
Vietnamese,9cd03211-ea26-497a-89b7-07133221fd96,Đậu hũ sốt nấm đông cô,Món phụ,70.000₫,"Đậu hũ non, Nấm đông cô, Hành boa-rô, Nước tương, Dầu mè","Đậu mềm mịn, sốt nấm đậm vị, phù hợp thực đơn nhẹ."
Vietnamese,4b9ae00e-8079-4dd1-9d24-e54f880e9b10,Bò lúc lắc khoai tây nghiền,Món chính,175.000₫,"Thịt bò, Hành tây, Ớt chuông, Tỏi, Bơ, Khoai tây, Tiêu đen","Bò áp chảo mềm mọng, sốt tiêu đen thơm, ăn kèm khoai nghiền béo mịn."
Vietnamese,f224d44d-8f27-495c-8485-d2a28794eaca,Súp hải sản trứng cút,Súp,75.000₫,"Tôm, mực, cua, trứng cút, nấm, bột năng, tiêu","Súp sánh mịn, vị ngọt hải sản, nóng hổi dễ ăn."
Vietnamese,9d00fed7-c8e0-4d07-952b-2e0df8f47948,Khoai tây chiên sốt trứng muối,Món phụ,60.000₫,"Khoai tây, trứng muối, bơ, sữa, tỏi","Khoai giòn phủ sốt trứng muối béo mặn, bắt vị."
Vietnamese,9056f856-501a-4891-9b1e-d24513f197d5,Xôi xoài kiểu miền Nam,Tráng miệng,65.000₫,"Nếp, xoài chín, nước cốt dừa, mè rang, đường","Xôi dẻo thơm cốt dừa, xoài chín ngọt, rắc mè rang bùi."
Vietnamese,ddf77492-7941-4b45-8fa8-b2629403c807,Chả cá Lã Vọng áp chảo,Món chính,185.000₫,"Cá lăng, riềng, mẻ, nghệ, thì là, hành lá, bún","Cá thơm ngậy, áp chảo vàng ruộm, ăn kèm bún và rau gia vị."
Vietnamese,c89a4aa0-c4c4-4fa5-88b0-268c807f74cb,Cháo hàu sữa Quảng Ninh,Súp,78.000₫,"Hàu sữa, gạo, gừng, hành lá, tiêu, rau răm","Cháo nóng thơm gừng, hàu béo ngậy, dễ ăn."
Vietnamese,a7e94748-332b-4558-a499-b01db150a584,Súp hải sản bào ngư,Súp,180.000₫,"Bào ngư, tôm, mực, nấm đông cô, bắp non, trứng cút","Súp sánh nhẹ, hải sản tươi, bào ngư giòn ngọt sang vị."
Vietnamese,ecf8db6f-7c70-446d-94fe-5736623cc257,Bánh khọt Vũng Tàu nhân tôm,Khai vị,95.000₫,"Bột gạo, Nước cốt dừa, Tôm, Hành lá, Rau sống, Nước mắm chua ngọt","Bánh giòn rìa, thơm dừa, ăn kèm rau và đồ chua."
Vietnamese,1d49b290-11f6-4caa-8cdb-90f17595c828,Bò né chảo gang trứng ốp la,Món chính,155.000₫,"Thịt bò, Trứng gà, Pate, Hành tây, Bánh mì, Sốt bơ tỏi","Bò mềm áp chảo, xèo thơm bơ tỏi, ăn kèm bánh mì nóng."
Vietnamese,f05ac5b3-e7a6-4908-8103-01d6e4f9569a,Bắp xào tép khô bơ hành,Món phụ,55.000₫,"Bắp ngọt, Tép khô, Bơ, Hành lá, Ruốc, Ớt bột","Bắp ngọt thơm bơ, tép khô đậm vị, hợp dùng kèm món chính."
Vietnamese,55de9e56-f252-4e8b-bee4-3fd9ac0d4361,Gỏi cuốn tôm thịt sốt đậu phộng,Khai vị,65.000₫,"Tôm, Thịt ba chỉ, Bánh tráng, Bún tươi, Rau thơm, Đậu phộng","Cuốn tươi mát, chấm sốt đậu phộng béo bùi."
Vietnamese,f8226d9b-5b3a-4767-8679-ed539f15dfc8,Súp bào ngư ngô non,Súp,145.000₫,"Bào ngư, Ngô non, Thịt gà, Nấm đông cô, Trứng cút, Bột năng","Súp sánh nhẹ, vị ngọt thanh, bào ngư giòn mềm."
Vietnamese,51b9fdb0-d15c-4c65-9e64-5e9114346a2b,Gà hấp lá chanh chấm muối tiêu,Món chính,195.000₫,"Gà ta, Lá chanh, Gừng, Muối, Tiêu, Chanh","Thịt gà ngọt tự nhiên, thơm lá chanh, chấm muối tiêu chanh."
Vietnamese,e96001b1-bc8f-4476-9074-86ed3dd98653,Xôi gà lá sen,Món phụ,59.000₫,"Nếp, thịt gà, lá sen, hành phi, nấm hương","Xôi dẻo thơm lá sen, gà xé mềm và hành phi giòn."
Vietnamese,be7aa377-45bd-4ac7-90e0-03ab8531a6a4,Trà sen tươi mật ong,Đồ uống,55.000₫,"Trà xanh, hạt sen tươi, mật ong, đá","Thanh mát, thơm hương sen, ngọt dịu mật ong."
Vietnamese,b164fa0a-76aa-467f-b32c-52db6add04ea,Bánh bột lọc nhân tôm thịt (Huế),Khai vị,65.000₫,"Bột năng, Tôm, Thịt ba chỉ, Hành phi, Nước mắm ớt","Bánh trong dai, nhân tôm thịt ngọt, chấm mắm ớt cay nhẹ."
Vietnamese,78cea7b6-3faa-4cd1-9d2d-8ba593706731,Súp gà nấm hương,Súp,55.000₫,"Thịt gà, Nấm hương, Bắp, Trứng, Hành ngò","Súp ấm bụng, vị ngọt thanh từ gà và nấm hương."
